"Create Date","Last Name","Company / Account","Entitlement Details"
"02/08/2021","DNV at Science Park - YRVBVDT0550C-50611M21259324 - Retrofit","SING WAH ENTERPRISE PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Airside Retrofit - AHU Replacement(V) - 150000;Airside Retrofit - w/o AHU Replacement(V) - 30000;Airside Retrofit - FCU Replacement(V) - 50000;Airside Retrofit - VSD Retrofit for AHU(V) - 150000;Airside Retrofit - EC Fan Retrofit for AHU(V) - 50000;"
"02/08/2021","Old Hill Street Police Station (OHSPS) - YLAA-50531H-76762650 - Retrofit","MEASUREMENT & VERIFICATION PTE LTD","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Old Hill Street Police Station (OHSPS) - YLAA-50531H-76762647 - Retrofit","MEASUREMENT & VERIFICATION PTE LTD","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","NUH High School - YPAC 20-C0907029 - Retrofit","WINNER ENGINEERING PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Keppel Distripark - YPAC 20-C1010023 - Retrofit","PSA CORPORATION LIMITED","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Airside Retrofit - AHU Replacement(V) - 150000;Airside Retrofit - w/o AHU Replacement(V) - 30000;Airside Retrofit - FCU Replacement(V) - 50000;Airside Retrofit - VSD Retrofit for AHU(V) - 150000;Airside Retrofit - EC Fan Retrofit for AHU(V) - 50000;"
"02/08/2021","ST Electronics - Omega Building (AMK) - YKEDESQ65CIGS-50611L21161849 - Retrofit","THE MANAGEMENT CORPN S T NO. 1601","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(R) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Brani Terminal Building - YRVDVDT0555C-50611-E31634358 - Retrofit","Siemens (Singapore) Pte Ltd","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Strides Pharma Oral Facility - YMC2-50611-L65525304 - Retrofit","T.O.P. DESIGN & ENGINEERING PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Strides Pharma Oral Facility - YMC2-50611-L65525301 - Retrofit","T.O.P. DESIGN & ENGINEERING PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Strides Pharma Oral Facility - YMC2-50611-L65524848 - Retrofit","T.O.P. DESIGN & ENGINEERING PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Ikea Alexandra - YMC2-50611M-65563734 - Retrofit","AMCROTECH PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Bright Vision Hospital - YPAC15a-C1211019 - Retrofit","WINNER ENGINEERING PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","CET Paya Lebar - YRXBXDR2555C-50611-A31405986 - Retrofit","UG M&E PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Bright Vision Hospital - YPAC15a-C1211020 - Retrofit","WINNER ENGINEERING PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Bishan Junction 8 - YMC2-50611D-97016052 - Retrofit","SING WAH ENTERPRISE PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;"
"02/08/2021","Northpoint City - YVWA-50611H-76654254 - Retrofit","HITACHI INFRASTRUCTURE SYSTEMS (ASIA) PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;Chiller Plant System Retrofit w/o Chiller(R) - 50000;"
"02/08/2021","Northpoint City - YVWA-50611H-76654252 - Retrofit","HITACHI INFRASTRUCTURE SYSTEMS (ASIA) PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;Chiller Plant System Retrofit w/o Chiller(R) - 50000;"
"02/08/2021","CK Shipping - YPAC40-C1407004 - Retrofit","ACTXUS TECHNOLOGIES PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","DNV at Science Park - YRVBVDT0550C-50611M21259319 - Retrofit","SING WAH ENTERPRISE PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","POMO Building - YMC2-S1090AAS-SAMX-817960 - Retrofit","Bovis Lend Lease Pharmaceutical Pte. Ltd.","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Jit Poh Building - YRWAWAT2550C-50610M50023800 - Retrofit","COMMERCIAL ENGINEERING PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","POMO Building - YMC2-S1090AAS-SAMX-817740 - Retrofit","Bovis Lend Lease Pharmaceutical Pte. Ltd.","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","POMO Building - YMC2-S1090AAS-SAXM-817850 - Retrofit","Bovis Lend Lease Pharmaceutical Pte. Ltd.","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","NUH Medical Centre - YRXBXDT2550C-50611-H21038782 - Retrofit","SHINRYO SINGAPORE PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","CES CENTRE - YMC2-S8079AA-SDBM-951530 - Retrofit","KING WAN CONSTRUCTION PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","GEMS World Academy (Singapore) - YMC2S1055AA-SMAM-831810 - Retrofit","GEMS WORLD ACADEMY (SINGAPORE) PTE.","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Molex Singapore - YMC2-SGBM-025990 - Retrofit","MOLEX SINGAPORE PTE LTD","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Google WEN1 - YKQSQSK15CNG-50611-K31995566 - Retrofit","SNK (ASIA PACIFIC) PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Google WEN1 - YKQSQSK15CNGS-50611-M21287572 - Retrofit","SNK (ASIA PACIFIC) PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","NUS Wet Science Building - YLAA0390HE50-50531-M10566538 - Retrofit","ACROMEC ENGINEERS PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Keppel Bay Tower - YMC2-S1969ABS-SHBM-025890 - Retrofit","KEPPEL BAY TOWER LLP","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Orchard Plaza - YMC2-S1161AB-50611-N43337926 - Retrofit","Comfort Enersave Pte Ltd","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Changi Naval Base - YLAA0260HE50XCA-50531-G31911183 - Retrofit","PROVAC INTERNATIONAL PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(R) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(R) - 30000;Chiller Plant Optimisation Control Retrofit(R) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Airside Retrofit - AHU Replacement(V) - 150000;Airside Retrofit - w/o AHU Replacement(V) - 30000;Airside Retrofit - EC Fan Retrofit for AHU(V) - 50000;Indoor Air Quality(V) - 100000;OpenBlue Clean Air Solution(V) - 15000;"
"02/08/2021","SATS Maintenance Centre - YLAA-50531-C64715823 - Retrofit","LODESTAR ENGINEERING PTE LTD","Performance Guaranteed Project(R) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(R) - 30000;Chiller Plant Optimisation Control Retrofit(R) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","SATS Maintenance Centre - YLAA-50531-C64715822 - Retrofit","LODESTAR ENGINEERING PTE LTD","Performance Guaranteed Project(R) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(R) - 30000;Chiller Plant Optimisation Control Retrofit(R) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","The Clementi Mall - YMC2-50611N-74630004 - Retrofit","STRENGTH PRIVATE LIMITED","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","The Clementi Mall - YMC2-50611N-74630003 - Retrofit","STRENGTH PRIVATE LIMITED","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","The Clementi Mall - YMC2-50611N-74630005 - Retrofit","STRENGTH PRIVATE LIMITED","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Heraeus Material Singapore - YVAA-50531N-54461655 - Retrofit","HERAEUS MATERIALS SINGAPORE PTE LTD","Performance Guaranteed Project(R) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(R) - 30000;Chiller Plant Optimisation Control Retrofit(R) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Heraeus Material Singapore - YVAA-50531N-54461654 - Retrofit","HERAEUS MATERIALS SINGAPORE PTE LTD","Performance Guaranteed Project(R) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(R) - 30000;Chiller Plant Optimisation Control Retrofit(R) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","HDB HUB Toa Payoh - YMCS0879AA-SFYM-320100 - Retrofit","HOUSING AND DEVELOPMENT BOARD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","AIA Alexandra - YLAA0515HE50XCA-50531-H31929363 - Retrofit","Accon Engineering Pte Ltd","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Symrise (226) - YLAA0260HE50XCA-50531-K21161838 - Retrofit","SYMRISE ASIA PACIFIC PTE LTD","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Thong Teck Building - YMC2-S1336AA-SHAM759840 - Retrofit","ENEFCO (SINGAPORE) PTE LTD","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Century Square - YKGJGMP95CNF-50610M-70843735 - Retrofit","M-TECH AIR-CON & SECURITY ENGRG PTE LTD","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Wyeth S40 Project F04 - YK LK LM H9 5 CP F S-50610-M81274048 - Retrofit","EXYTE SINGAPORE PTE. LTD.","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","CES CENTRE - YMC2-S8079AA-SDBM-951330 - Retrofit","KING WAN CONSTRUCTION PTE LTD","Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Electro Commutable (EC) Fan Retrofit for ACC(V) - 50000;"
"02/08/2021","Wyeth S40 Project F04 - YK LK LM H9 5 CP F S-50610-M81274049 - Retrofit","EXYTE SINGAPORE PTE. LTD.","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Keppel Bay Tower - YMC2-S1969ABS-SLBM-077510 - Retrofit","KEPPEL BAY TOWER LLP","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Wyeth S40 Project F04 - YKLKLMH95CPFS-50610-M81274050 - Retrofit","EXYTE SINGAPORE PTE. LTD.","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","GE Aviation - YKBCBCQ55CJFS-50610-N81355486 - Retrofit","Peng Yap M & E Systems Pte Ltd","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Airside Retrofit - AHU Replacement(V) - 150000;Airside Retrofit - w/o AHU Replacement(V) - 30000;Airside Retrofit - FCU Replacement(V) - 50000;Airside Retrofit - VSD Retrofit for AHU(V) - 150000;Airside Retrofit - EC Fan Retrofit for AHU(V) - 50000;"
"02/08/2021","Orchard Plaza - YMC2-S1161AB-50611-N43337927 - Retrofit","Comfort Enersave Pte Ltd","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Airside Retrofit - AHU Replacement(V) - 150000;Airside Retrofit - w/o AHU Replacement(V) - 30000;Airside Retrofit - FCU Replacement(V) - 50000;Airside Retrofit - VSD Retrofit for AHU(V) - 150000;Airside Retrofit - EC Fan Retrofit for AHU(V) - 50000;"
"02/08/2021","GE Aviation - YKBCBCQ55CJFS-50610-N81355487 - Retrofit","Peng Yap M & E Systems Pte Ltd","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Airside Retrofit - AHU Replacement(V) - 150000;Airside Retrofit - w/o AHU Replacement(V) - 30000;Airside Retrofit - FCU Replacement(V) - 50000;Airside Retrofit - VSD Retrofit for AHU(V) - 150000;Airside Retrofit - EC Fan Retrofit for AHU(V) - 50000;"
"02/08/2021","BAXALTA MANUFACTURING SARL - YK-50611M-85784434 - Retrofit","BAXALTA MANUFACTURING SARL SINGAPORE BRANCH","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;Chiller Plant System Retrofit w/o Chiller(R) - 50000;"
"02/08/2021","Prima at Keppel Rd - YLAA0440HE50-50531G-19809478 - Retrofit","EVERGREEN ENGINEERING & CONSTRUCTION PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;Chiller Replacement(V) - 150000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant Turnkey Project with Chiller(V) - 200000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;Airside Retrofit - AHU Replacement(V) - 150000;Airside Retrofit - w/o AHU Replacement(V) - 30000;Airside Retrofit - FCU Replacement(V) - 50000;Airside Retrofit - VSD Retrofit for AHU(V) - 150000;Airside Retrofit - EC Fan Retrofit for AHU(V) - 50000;"
"02/08/2021","Admirax (U/C) - Chiller 3 YKBCBCQ55CJFS-50610-N81355483 - Retrofit","ASCENDAS (ADMIRALTY) PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(V) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(R) - 50000;"
"02/08/2021","Prima at Keppel Rd - YLAA0440HE50-50531G-19809480 - Retrofit","EVERGREEN ENGINEERING & CONSTRUCTION PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","Admirax (U/C) - Chiller 4 YKBCBCQ55CJFS-50610-N81355484 - Retrofit","ASCENDAS (ADMIRALTY) PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
"02/08/2021","NUS S5 - YLAA0350HE50-50531-L19968669 - Retrofit","JARDINE ENGINEERING (SINGAPORE) PTE LTD","York Tube Cleaning System(V) - 12000;VSD Starter Retrofit(V) - 100000;Performance Guaranteed Project(V) - 50000;ASHRAE Levels 1 and 2 Energy Audit(R) - 5000;ASHRAE Level 3 Energy Audit(V) - 30000;Chiller Plant Optimisation Control Retrofit(V) - 50000;Chiller Plant System Retrofit w/o Chiller(V) - 50000;"
