"Create Date","Last Name","Company / Account","Entitlement Details"
"02/08/2021","High Street Centre - YMC2-50611L-85671196 - L&M","COMFORT MANAGEMENT PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Fine Tune Refrigerant Charge(V) - 2000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","High Street Centre - YMC2-50611L-85671194 - L&M","COMFORT MANAGEMENT PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Fine Tune Refrigerant Charge(V) - 2000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Singapore Polytechnic - YR-50611-H31938097 - L&M","Singapore Polytechnic","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","SAESL BUILDING 1 & 2 - YRXDXDT3550C-50610-A91380475 - L&M","A-ONE AIR-CONDITIONING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","135 JOO SENG ROAD - YRXHXDR2550C-50611-A53448087 - L&M","HTSG as trustee of AIMS AMP CapitalIndustrial REITc/o Colliers InternationalConsultancy & Valuation (S) Pte Ltd","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Sofitel Hotel at 35 Robinson Rd - YRVBVBT0550C-50611-K21174204 - L&M","L & K ENGINEERING CO LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(R) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","DNV at Science Park - YRVBVDT0550C-50611M21259324 - L&M","SING WAH ENTERPRISE PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(R) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Thrust Bearing Inspection(V) - 10000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(R) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Old Hill Street Police Station (OHSPS) - YLAA-50531H-76762650 - L&M","MEASUREMENT & VERIFICATION PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Old Hill Street Police Station (OHSPS) - YLAA-50531H-76762647 - L&M","MEASUREMENT & VERIFICATION PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","NUH High School - YPAC 20-C0907029 - L&M","WINNER ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Jit Poh Building - YRTDTDT0555C-50610M50023801 - L&M","COMMERCIAL ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Boustead Main Office - YRXHXDR3555C-50611-N32271098 - L&M","ENCS ENGINEERING SDN BHD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Singapore General Hospital (SGH) - YPAC 15-C0901007 - L&M","PAET ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","ST Electronics (Jurong East) - YR WD WD R2 555 C-50611-A42361540 - L&M","THERMAL PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Keppel Distripark - YPAC 20-C1010023 - L&M","PSA CORPORATION LIMITED","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","ST Electronics - Omega Building (AMK) - YKEDESQ65CIGS-50611L21161849 - L&M","THE MANAGEMENT CORPN S T NO. 1601","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Brani Terminal Building - YRVDVDT0555C-50611-E31634358 - L&M","Siemens (Singapore) Pte Ltd","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(R) - 10000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Strides Pharma Oral Facility - YMC2-50611-L65525304 - L&M","T.O.P. DESIGN & ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(V) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Strides Pharma Oral Facility - YMC2-50611-L65525301 - L&M","T.O.P. DESIGN & ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(V) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Strides Pharma Oral Facility - YMC2-50611-L65524848 - L&M","T.O.P. DESIGN & ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(V) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Ikea Alexandra - YMC2-50611M-65563734 - L&M","AMCROTECH PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(V) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Bright Vision Hospital - YPAC15a-C1211019 - L&M","WINNER ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","CET Paya Lebar - YRXBXDR2555C-50611-A31405986 - L&M","UG M&E PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Bright Vision Hospital - YPAC15a-C1211020 - L&M","WINNER ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Bishan Junction 8 - YMC2-50611D-97016052 - L&M","SING WAH ENTERPRISE PTE LTD","Lubrication Oil Replacement(V) - 5000;Oil Filter Replacement(V) - 400;Dryer Filter Replacement(V) - 400;Coolant Liquid (VSD) Replacement(V) - 500;Water Flow Switch Replacement(V) - 2000;Fine Tune Refrigerant Charge(R) - 2000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Northpoint City - YVWA-50611H-76654254 - L&M","HITACHI INFRASTRUCTURE SYSTEMS (ASIA) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Fine Tune Refrigerant Charge(V) - 2000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Northpoint City - YVWA-50611H-76654252 - L&M","HITACHI INFRASTRUCTURE SYSTEMS (ASIA) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Fine Tune Refrigerant Charge(V) - 2000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","CK Shipping - YPAC40-C1407004 - L&M","ACTXUS TECHNOLOGIES PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","DNV at Science Park - YRVBVDT0550C-50611M21259319 - L&M","SING WAH ENTERPRISE PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
